,theta2,theta3,theta1,theta4
2171,141.88642857142858,320.89285714285717,257.1714285714286,207.6342857142857
2172,141.84142857142857,320.9392857142857,257.2192857142857,207.5992857142857
2173,141.79500000000002,320.9792857142857,257.27285714285716,207.55142857142854
2174,141.74357142857144,321.03428571428566,257.32142857142856,207.4892857142857
2175,141.69214285714287,321.09071428571434,257.3692857142857,207.45142857142858
2176,141.65142857142857,321.12928571428574,257.4064285714286,207.41
2177,141.59142857142857,321.19,257.4642857142857,207.34785714285712
2178,141.55214285714285,321.22214285714284,257.50357142857143,207.30928571428572
2179,141.50785714285715,321.2642857142857,257.54785714285714,207.26785714285714
2180,141.45857142857145,321.32,257.60214285714284,207.21142857142857
2181,141.3857142857143,321.395,257.67,207.145
2182,141.34642857142856,321.43142857142857,257.70642857142855,207.10071428571428
2183,141.29214285714286,321.48928571428576,257.76642857142855,207.05357142857142
2184,141.24214285714285,321.53499999999997,257.81071428571425,206.99428571428572
2185,141.18142857142857,321.5942857142857,257.87285714285713,206.94642857142858
2186,141.11857142857144,321.66285714285715,257.94214285714287,206.87357142857144
2187,141.05642857142857,321.7242857142857,258.00714285714287,206.81071428571428
2188,140.99928571428572,321.77785714285716,258.05428571428575,206.76142857142855
2189,140.93928571428572,321.8364285714286,258.11642857142857,206.69857142857146
2190,140.8892857142857,321.89285714285717,258.1664285714286,206.64714285714285
2191,140.81857142857143,321.94571428571425,258.235,206.5692857142857
2192,140.74285714285716,322.0385714285714,258.31714285714287,206.5007142857143
